Data Year,ID,Country,Province,District,Largest Group,Percent of Population,oneGroup,twoGroup,threeGroup,fourGroup,fiveGroup,sixGroup,sevenGroup,eightGroup,nineGroup,tenGroup,Density,Area,Population,ethnicity,Sunni Arabs,Salafi Arabs,Shia Arabs,Alawites,Ibadi Arabs,South Arabians,Druze,Orthodox Arabs,Catholic Arabs,Protestant Arabs,Maronites,Copts,Kurds,Zazas,Turks,North Caucasian,Circassians,Chechens,Georgians,Lazi,Armenians,Assyrians,Jews,Other Arabs,No religion classification,Others,Foreigners,Others Foreigners,Yazidis,Mandaeans,Ajams/ Iranians,Kyrgyz,Kazakhs,Dagestani,Azeris,Syrians,Afghans,Indians,Pakistanis,Bangladeshis,Sri Lankans,Nepalis,Fillipinos,Southeast Asians,East Asians,Africans,Europeans,Americas/ Pacific,Egypt,Tanzania,Sudan,Bosnians,Albanians,Pomaks,Roma,Greeks,Ossetians,Balochis,Zadjali,Zanzibaris,Al-Luwatiyyah,Kumzaris,Banyans,religion,Largest Religion,Share of Population,Islam
,TUR017005,Turkiye,Çanakkale,Çan,Turks,0.831324555,Turks,Pomaks,Kurds,Foreigners,Roma,.,.,.,.,.,,905,48454,,0,0,0,0,,,,0,,,,,1439,0,40281,0,,,0,0,,,,,,0,500,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,5754,480,,,,,,,,,,,,
,TUR017006,Turkiye,Çanakkale,Merkez,Turks,0.965851037,Turks,Syrians,Foreigners,Roma,.,.,.,.,.,.,,1027,202788,,0,0,0,0,,,,0,,,,,0,0,195863,0,,,0,0,,,,,,0,2061,,,,,,,,0,2886,,,,,,,,,,,,,,,,0,0,0,1978,,,,,,,,,,,,
,TUR017007,Turkiye,Çanakkale,Eceabat,Turks,0.940278094,Turks,Roma,Foreigners,.,.,.,.,.,.,.,,430,8774,,0,0,0,0,,,,0,,,,,0,0,8250,0,,,0,0,,,,,,0,90,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,434,,,,,,,,,,,,
,TUR017008,Turkiye,Çanakkale,Ezine,Turks,0.960006215,Turks,Kurds,Foreigners,Roma,.,.,.,.,.,.,,737,32180,,0,0,0,0,,,,0,,,,,637,0,30893,0,,,0,0,,,,,,0,332,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,318,,,,,,,,,,,,
,TUR017009,Turkiye,Çanakkale,Gelibolu,Turks,0.82145268,Turks,Pomaks,Roma,Kurds,Foreigners,.,.,.,.,.,,829,44442,,0,0,0,0,,,,0,,,,,880,0,36507,0,,,0,0,,,,,,0,458,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,4398,2199,,,,,,,,,,,,
,TUR017010,Turkiye,Çanakkale,Gökçeada,Turks,0.880918221,Turks,Bosnians,Bosnians,Foreigners,Roma,.,.,.,.,.,,298,10455,,0,0,0,0,,,,0,,,,,0,0,9210,0,,,0,0,,,,,,,108,,,,,,,,0,0,,,,,,,,,,,,,,,,517,0,0,103,517,,,,,,,,,,,
,TUR017011,Turkiye,Çanakkale,Lapseki,Turks,0.890725684,Turks,Bosnians,Pomaks,Kurds,Foreigners,Roma,.,.,.,.,,834,29641,,0,0,0,0,,,,0,,,,,587,0,26402,0,,,0,0,,,,,,0,306,,,,,,,,0,0,,,,,,,,,,,,,,,,1173,0,880,293,,,,,,,,,,,,
,TUR017012,Turkiye,Çanakkale,Yenice,Turks,0.870931211,Turks,Pomaks,North Caucasian,Kurds,Foreigners,Roma,.,.,.,.,,1381,30906,,0,0,0,0,,,,0,,,,,612,0,26917,1223,,,0,0,,,,,,0,319,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,1529,306,,,,,,,,,,,,
,TUR018001,Turkiye,Çankırı,Atkaracalar,Turks,0.966101695,Turks,Foreigners,.,.,.,.,.,.,.,.,,234,4720,,0,0,0,0,,,,0,,,,,0,0,4560,0,,,0,0,,,,,,0,160,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR018002,Turkiye,Çankırı,Bayramören,Turks,0.965828751,Turks,Foreigners,.,.,.,.,.,.,.,.,,310,2546,,0,0,0,0,,,,0,,,,,0,0,2459,0,,,0,0,,,,,,0,87,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR018003,Turkiye,Çankırı,Merkez,Turks,0.912463956,Turks,Kurds,Foreigners,Syrians,.,.,.,.,.,.,,1440,104734,,0,0,0,0,,,,0,,,,,5030,0,95566,0,,,0,0,,,,,,0,3539,,,,,,,,0,599,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR018004,Turkiye,Çankırı,Çerkeş,Turks,0.966037295,Turks,Foreigners,.,.,.,.,.,.,.,.,,947,17107,,0,0,0,0,,,,0,,,,,0,0,16526,0,,,0,0,,,,,,0,581,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR018005,Turkiye,Çankırı,Eldivan,Turks,0.965987461,Turks,Foreigners,.,.,.,.,.,.,.,.,,350,6380,,0,0,0,0,,,,0,,,,,0,0,6163,0,,,0,0,,,,,,0,217,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR018006,Turkiye,Çankırı,Ilgaz,Turks,0.966030614,Turks,Foreigners,.,.,.,.,.,.,.,.,,844,14307,,0,0,0,0,,,,0,,,,,0,0,13821,0,,,0,0,,,,,,0,486,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR018007,Turkiye,Çankırı,Kızılırmak,Turks,0.869330752,Turks,Kurds,Foreigners,.,.,.,.,.,.,.,,514,7232,,0,0,0,0,,,,0,,,,,699,0,6287,0,,,0,0,,,,,,0,246,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR018008,Turkiye,Çankırı,Korgun,Turks,0.966109354,Turks,Foreigners,.,.,.,.,.,.,.,.,,378,4426,,0,0,0,0,,,,0,,,,,0,0,4276,0,,,0,0,,,,,,0,150,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR018009,Turkiye,Çankırı,Kurşunlu,Turks,0.965956962,Turks,Foreigners,.,.,.,.,.,.,.,.,,609,8783,,0,0,0,0,,,,0,,,,,0,0,8484,0,,,0,0,,,,,,0,299,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR018010,Turkiye,Çankırı,Orta,Turks,0.965997856,Turks,Foreigners,.,.,.,.,.,.,.,.,,706,13058,,0,0,0,0,,,,0,,,,,0,0,12614,0,,,0,0,,,,,,0,444,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR018011,Turkiye,Çankırı,Şabanözü,Turks,0.966030597,Turks,Foreigners,.,.,.,.,.,.,.,.,,467,12158,,0,0,0,0,,,,0,,,,,0,0,11745,0,,,0,0,,,,,,0,413,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR018012,Turkiye,Çankırı,Yapraklı,Turks,0.966029996,Turks,Foreigners,.,.,.,.,.,.,.,.,,741,7801,,0,0,0,0,,,,0,,,,,0,0,7536,0,,,0,0,,,,,,0,265,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR019001,Turkiye,Çorum,Alaca,Turks,0.787236141,Turks,Kurds,Kurds,Foreigners,.,.,.,.,.,.,,1296,30414,,0,0,0,0,,,,0,,,,,2993,0,23943,2993,,,0,0,,,,,,0,485,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR019002,Turkiye,Çorum,Bayat,Turks,0.934823593,Turks,Kurds,Foreigners,.,.,.,.,.,.,.,,717,14852,,0,0,0,0,,,,0,,,,,731,0,13884,0,,,0,0,,,,,,0,237,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR019003,Turkiye,Çorum,Boğazkale,Turks,0.934925865,Turks,Kurds,Foreigners,.,.,.,.,.,.,.,,264,3642,,0,0,0,0,,,,0,,,,,179,0,3405,0,,,0,0,,,,,,0,58,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR019004,Turkiye,Çorum,Merkez,Turks,0.779345705,Turks,Kurds,Kurds,Foreigners,Syrians,.,.,.,.,.,,2436,306987,,0,0,0,0,,,,0,,,,,29906,0,239249,29906,,,0,0,,,,,,0,4842,,,,,,,,0,3084,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR019005,Turkiye,Çorum,Dodurga,Turks,0.98411215,Turks,Foreigners,.,.,.,.,.,.,.,.,,228,5350,,0,0,0,0,,,,0,,,,,0,0,5265,0,,,0,0,,,,,,0,85,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR019006,Turkiye,Çorum,İskilip,Turks,0.954552999,Turks,North Caucasian,Foreigners,.,.,.,.,.,.,.,,1170,30123,,0,0,0,0,,,,0,,,,,0,0,28754,889,,,0,0,,,,,,0,480,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR019007,Turkiye,Çorum,Kargı,Turks,0.934898816,Turks,Kurds,Foreigners,.,.,.,.,.,.,.,,1174,15714,,0,0,0,0,,,,0,,,,,773,0,14691,0,,,0,0,,,,,,0,250,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR019008,Turkiye,Çorum,Laçin,Turks,0.836410376,Turks,North Caucasian,Kurds,Foreigners,.,.,.,.,.,.,,196,4279,,0,0,0,0,,,,0,,,,,211,0,3579,421,,,0,0,,,,,,0,68,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR019009,Turkiye,Çorum,Mecitözü,Turks,0.836461889,Turks,Kurds,North Caucasian,Foreigners,.,.,.,.,.,.,,825,14064,,0,0,0,0,,,,0,,,,,1384,0,11764,692,,,0,0,,,,,,0,224,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR019010,Turkiye,Çorum,Oğuzlar,Turks,0.984120603,Turks,Foreigners,.,.,.,.,.,.,.,.,,122,4975,,0,0,0,0,,,,0,,,,,0,0,4896,0,,,0,0,,,,,,0,79,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR019011,Turkiye,Çorum,Ortaköy,Turks,0.71846033,Turks,Kurds,North Caucasian,Foreigners,.,.,.,.,.,.,,300,6365,,0,0,0,0,,,,0,,,,,1566,0,4573,125,,,0,0,,,,,,0,101,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR019012,Turkiye,Çorum,Osmancık,Turks,0.934860675,Turks,Kurds,Foreigners,.,.,.,.,.,.,.,,1273,43998,,0,0,0,0,,,,0,,,,,2165,0,41132,0,,,0,0,,,,,,0,701,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR019013,Turkiye,Çorum,Sungurlu,Turks,0.856129913,Turks,North Caucasian,Kurds,Foreigners,.,.,.,.,.,.,,2000,49079,,0,0,0,0,,,,0,,,,,2415,0,42018,3864,,,0,0,,,,,,0,782,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR019014,Turkiye,Çorum,Uğurludağ,Turks,0.984124274,Turks,Foreigners,.,.,.,.,.,.,.,.,,428,5858,,0,0,0,0,,,,0,,,,,0,0,5765,0,,,0,0,,,,,,0,93,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR020001,Turkiye,Denizli,Acıpayam,Turks,0.9763017,Turks,Foreigners,Roma,.,.,.,.,.,.,.,,1771,55658,,0,0,0,0,,,,0,,,,,0,0,54339,0,,,0,0,,,,,,0,770,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,549,,,,,,,,,,,,
,TUR020002,Turkiye,Denizli,Babadağ,Turks,0.986156478,Turks,Foreigners,.,.,.,.,.,.,.,.,,129,6429,,0,0,0,0,,,,0,,,,,0,0,6340,0,,,0,0,,,,,,0,89,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR020003,Turkiye,Denizli,Baklan,Turks,0.986219739,Turks,Foreigners,.,.,.,.,.,.,.,.,,284,5370,,0,0,0,0,,,,0,,,,,0,0,5296,0,,,0,0,,,,,,0,74,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR020004,Turkiye,Denizli,Bekilli,Turks,0.986183605,Turks,Foreigners,.,.,.,.,.,.,.,.,,304,6514,,0,0,0,0,,,,0,,,,,0,0,6424,0,,,0,0,,,,,,0,90,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR020005,Turkiye,Denizli,Beyağaç,Turks,0.976288988,Turks,Foreigners,Roma,.,.,.,.,.,.,.,,333,6284,,0,0,0,0,,,,0,,,,,0,0,6135,0,,,0,0,,,,,,0,87,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,62,,,,,,,,,,,,
,TUR020006,Turkiye,Denizli,Bozkurt,Turks,0.986164427,Turks,Foreigners,.,.,.,.,.,.,.,.,,462,12504,,0,0,0,0,,,,0,,,,,0,0,12331,0,,,0,0,,,,,,0,173,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR020007,Turkiye,Denizli,Buldan,Turks,0.9861502,Turks,Foreigners,.,.,.,.,.,.,.,.,,523,27004,,0,0,0,0,,,,0,,,,,0,0,26630,0,,,0,0,,,,,,0,374,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR020008,Turkiye,Denizli,Çal,Turks,0.986163175,Turks,Foreigners,.,.,.,.,.,.,.,.,,860,18140,,0,0,0,0,,,,0,,,,,0,0,17889,0,,,0,0,,,,,,0,251,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR020009,Turkiye,Denizli,Çameli,Turks,0.976341669,Turks,Foreigners,Roma,.,.,.,.,.,.,.,,758,17795,,0,0,0,0,,,,0,,,,,0,0,17374,0,,,0,0,,,,,,0,246,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,175,,,,,,,,,,,,
,TUR020010,Turkiye,Denizli,Çardak,Turks,0.986115972,Turks,Foreigners,.,.,.,.,.,.,.,.,,424,8571,,0,0,0,0,,,,0,,,,,0,0,8452,0,,,0,0,,,,,,0,119,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR020011,Turkiye,Denizli,Çivril,Turks,0.986169583,Turks,Foreigners,.,.,.,.,.,.,.,.,,1570,60808,,0,0,0,0,,,,0,,,,,0,0,59967,0,,,0,0,,,,,,0,841,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR020012,Turkiye,Denizli,Güney,Turks,0.986118359,Turks,Foreigners,.,.,.,.,.,.,.,.,,362,9581,,0,0,0,0,,,,0,,,,,0,0,9448,0,,,0,0,,,,,,0,133,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR020013,Turkiye,Denizli,Honaz,Turks,0.936848808,Turks,North Caucasian,Foreigners,.,.,.,.,.,.,.,,448,34552,,0,0,0,0,,,,0,,,,,0,0,32370,1704,,,0,0,,,,,,0,478,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR020014,Turkiye,Denizli,Kale,Turks,0.976323764,Turks,Foreigners,Roma,.,.,.,.,.,.,.,,684,19471,,0,0,0,0,,,,0,,,,,0,0,19010,0,,,0,0,,,,,,0,269,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,192,,,,,,,,,,,,
,TUR020015,Turkiye,Denizli,Merkezefendi,Turks,0.928631945,Turks,Kurds,Syrians,Foreigners,.,.,.,.,.,.,,331,348195,,0,0,0,0,,,,0,,,,,13473,0,323345,0,,,0,0,,,,,,0,4726,,,,,,,,0,6651,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR020016,Turkiye,Denizli,Pamukkale,Turks,0.967326331,Turks,Syrians,Foreigners,.,.,.,.,.,.,.,,823,359678,,0,0,0,0,,,,0,,,,,0,0,347926,0,,,0,0,,,,,,0,4882,,,,,,,,0,6870,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR020017,Turkiye,Denizli,Sarayköy,Turks,0.986151534,Turks,Foreigners,.,.,.,.,.,.,.,.,,379,31267,,0,0,0,0,,,,0,,,,,0,0,30834,0,,,0,0,,,,,,0,433,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR020018,Turkiye,Denizli,Serinhisar,Turks,0.986191261,Turks,Foreigners,.,.,.,.,.,.,.,.,,256,14556,,0,0,0,0,,,,0,,,,,0,0,14355,0,,,0,0,,,,,,0,201,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR020019,Turkiye,Denizli,Tavas,Turks,0.976310377,Turks,Foreigners,Roma,.,.,.,.,.,.,.,,1432,42297,,0,0,0,0,,,,0,,,,,0,0,41295,0,,,0,0,,,,,,0,585,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,417,,,,,,,,,,,,
,TUR021001,Turkiye,Diyarbakır,Bağlar,Kurds,0.942133715,Kurds,Zazas,Syrians,Turks,Foreigners,.,.,.,.,.,,462,414179,,0,0,0,0,,,,0,,,,,390212,12194,4065,0,,,0,0,,,,,,0,389,,,,,,,,0,7319,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR021002,Turkiye,Diyarbakır,Bismil,Kurds,0.901103254,Kurds,Turks,Syrians,Foreigners,.,.,.,.,.,.,,1679,121187,,0,0,0,0,,,,0,,,,,109202,0,9496,0,,,0,0,,,,,,0,114,,,,,,,,0,2375,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR021003,Turkiye,Diyarbakır,Çermik,Kurds,0.749275537,Kurds,Zazas,Turks,Foreigners,.,.,.,.,.,.,,948,49692,,0,0,0,0,,,,0,,,,,37233,9929,2482,0,,,0,0,,,,,,0,48,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR021004,Turkiye,Diyarbakır,Çınar,Kurds,0.929803367,Kurds,Turks,Zazas,Syrians,Foreigners,.,.,.,.,.,,1885,77810,,0,0,0,0,,,,0,,,,,72348,1539,3079,0,,,0,0,,,,,,0,74,,,,,,,,0,770,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR021005,Turkiye,Diyarbakır,Çüngüş,Zazas,0.699347623,Zazas,Turks,Kurds,Foreigners,.,.,.,.,.,.,,512,10730,,0,0,0,0,,,,0,,,,,536,7504,2680,0,,,0,0,,,,,,0,10,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR021006,Turkiye,Diyarbakır,Dicle,Zazas,0.899139672,Zazas,Kurds,Foreigners,.,.,.,.,.,.,.,,738,36149,,0,0,0,0,,,,0,,,,,3611,32503,0,0,,,0,0,,,,,,0,35,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR021007,Turkiye,Diyarbakır,Eğil,Zazas,0.649359124,Zazas,Kurds,Foreigners,.,.,.,.,.,.,.,,449,21455,,0,0,0,0,,,,0,,,,,7502,13932,0,0,,,0,0,,,,,,0,21,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR021008,Turkiye,Diyarbakır,Ergani,Kurds,0.751762483,Kurds,Zazas,Turks,Syrians,Foreigners,.,.,.,.,.,,1510,137590,,0,0,0,0,,,,0,,,,,103435,27220,5444,0,,,0,0,,,,,,0,130,,,,,,,,0,1361,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR021009,Turkiye,Diyarbakır,Hani,Zazas,0.849185868,Zazas,Kurds,Foreigners,.,.,.,.,.,.,.,,436,32550,,0,0,0,0,,,,0,,,,,4878,27641,0,0,,,0,0,,,,,,0,31,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR021010,Turkiye,Diyarbakır,Hazro,Kurds,0.899180531,Kurds,Zazas,Foreigners,.,.,.,.,.,.,.,,416,16108,,0,0,0,0,,,,0,,,,,14484,1609,0,0,,,0,0,,,,,,0,15,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR021011,Turkiye,Diyarbakır,Kayapınar,Kurds,0.925229347,Kurds,Turks,Syrians,Zazas,Foreigners,.,.,.,.,.,,492,426210,,0,0,0,0,,,,0,,,,,394342,4195,20976,0,,,0,0,,,,,,0,402,,,,,,,,0,6295,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR021012,Turkiye,Diyarbakır,Kocaköy,Kurds,0.999024073,Kurds,Foreigners,.,.,.,.,.,.,.,.,,270,15370,,0,0,0,0,,,,0,,,,,15355,0,0,0,,,0,0,,,,,,0,15,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR021013,Turkiye,Diyarbakır,Kulp,Kurds,0.699331201,Kurds,Zazas,Foreigners,.,.,.,.,.,.,.,,1412,34390,,0,0,0,0,,,,0,,,,,24050,10307,0,0,,,0,0,,,,,,0,33,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR021014,Turkiye,Diyarbakır,Lice,Zazas,0.689342683,Zazas,Kurds,Sunni Arabs,Foreigners,.,.,.,.,.,.,,982,24387,,244,0,0,0,,,,0,,,,,7309,16811,0,0,,,0,0,,,,,,0,23,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR021015,Turkiye,Diyarbakır,Silvan,Kurds,0.989054184,Kurds,Zazas,Foreigners,.,.,.,.,.,.,.,,1252,86243,,0,0,0,0,,,,0,,,,,85299,862,0,0,,,0,0,,,,,,0,82,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR021016,Turkiye,Diyarbakır,Sur,Kurds,0.890252175,Kurds,Turks,Zazas,Syrians,Foreigners,.,.,.,.,.,,1214,101715,,0,0,0,0,,,,0,,,,,90552,2012,8049,0,,,0,0,,,,,,0,96,,,,,,,,0,1006,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR021017,Turkiye,Diyarbakır,Yenişehir,Kurds,0.671299645,Kurds,Zazas,Turks,Syrians,Foreigners,.,.,.,.,.,,362,222607,,0,0,0,0,,,,0,,,,,149436,43952,26371,0,,,0,0,,,,,,0,210,,,,,,,,0,2638,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR022001,Turkiye,Edirne,Merkez,Turks,0.808693961,Turks,Roma,Pomaks,Kurds,Foreigners,Bosnians,Syrians,.,.,.,,843,195331,,0,0,0,0,,,,0,,,,,3829,0,157963,0,,,0,0,,,,,,0,3248,,,,,,,,0,613,,,,,,,,,,,,,,,,957,0,7659,21062,,,,,,,,,,,,
,TUR022002,Turkiye,Edirne,Enez,Turks,0.914494656,Turks,Roma,Pomaks,Foreigners,.,.,.,.,.,.,,454,10666,,0,0,0,0,,,,0,,,,,0,0,9754,0,,,0,0,,,,,,0,178,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,210,524,,,,,,,,,,,,
,TUR022003,Turkiye,Edirne,Havsa,Turks,0.884973186,Turks,Roma,Pomaks,Foreigners,.,.,.,.,.,.,,545,18274,,0,0,0,0,,,,0,,,,,0,0,16172,0,,,0,0,,,,,,0,305,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,359,1438,,,,,,,,,,,,
,TUR022004,Turkiye,Edirne,İpsala,Turks,0.884998684,Turks,Pomaks,Pomaks,Foreigners,.,.,.,.,.,.,,738,26591,,0,0,0,0,,,,0,,,,,0,0,23533,0,,,0,0,,,,,,0,444,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,1307,1307,,,,,,,,,,,,
,TUR022005,Turkiye,Edirne,Keşan,Turks,0.781748265,Turks,Pomaks,Pomaks,Foreigners,Bosnians,.,.,.,.,.,,1091,85296,,0,0,0,0,,,,0,,,,,0,0,66680,0,,,0,0,,,,,,0,1423,,,,,,,,0,0,,,,,,,,,,,,,,,,419,0,8387,8387,,,,,,,,,,,,
,TUR022006,Turkiye,Edirne,Lalapaşa,Turks,0.835728953,Turks,Roma,Pomaks,Foreigners,.,.,.,.,.,.,,497,6331,,0,0,0,0,,,,0,,,,,0,0,5291,0,,,0,0,,,,,,0,106,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,311,623,,,,,,,,,,,,
,TUR022007,Turkiye,Edirne,Meriç,Turks,0.835822038,Turks,Pomaks,Roma,Foreigners,.,.,.,.,.,.,,439,13059,,0,0,0,0,,,,0,,,,,0,0,10915,0,,,0,0,,,,,,0,218,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,1284,642,,,,,,,,,,,,
,TUR022008,Turkiye,Edirne,Süloğlu,Turks,0.816140025,Turks,Roma,Bosnians,Pomaks,Foreigners,.,.,.,.,.,,342,6456,,0,0,0,0,,,,0,,,,,0,0,5269,0,,,0,0,,,,,,0,108,,,,,,,,0,0,,,,,,,,,,,,,,,,381,0,190,508,,,,,,,,,,,,
,TUR022009,Turkiye,Edirne,Uzunköprü,Turks,0.678473798,Turks,Pomaks,Pomaks,Foreigners,Bosnians,.,.,.,.,.,,1185,60359,,0,0,0,0,,,,0,,,,,0,0,40952,0,,,0,0,,,,,,0,1007,,,,,,,,0,0,,,,,,,,,,,,,,,,594,0,8903,8903,,,,,,,,,,,,
,TUR023001,Turkiye,Elazığ,Ağın,Turks,0.942965779,Turks,Kurds,Foreigners,.,.,.,.,.,.,.,,242,2630,,0,0,0,0,,,,0,,,,,131,0,2480,0,,,0,0,,,,,,0,19,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR023002,Turkiye,Elazığ,Alacakaya,Zazas,0.695045122,Zazas,Turks,Kurds,Foreigners,.,.,.,.,.,.,,318,5873,,0,0,0,0,,,,0,,,,,583,4082,1166,0,,,0,0,,,,,,0,42,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR023003,Turkiye,Elazığ,Arıcak,Zazas,0.963097175,Zazas,Turks,Foreigners,.,.,.,.,.,.,.,,354,13522,,0,0,0,0,,,,0,,,,,0,13023,403,0,,,0,0,,,,,,0,96,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
,TUR023004,Turkiye,Elazığ,Baskil,Kurds,0.695012405,Kurds,Turks,Foreigners,.,.,.,.,.,.,.,,1317,11689,,0,0,0,0,,,,0,,,,,8124,0,3482,0,,,0,0,,,,,,0,83,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
